PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,SiteEnergyUse(kBtu),GHGEmissions(MetricTonsCO2e)
2.2245452019418135,1.9778929063136719,-3.223262059190742,0.5097252577570289,0.46514567771182386,-0.8928484507704767,-1.571427032189589,-0.7966132847685963,22.73509093530175,7.968263588541785
1.7635560857233359,1.431056247736384,0.15695630021580456,-0.4258794269406269,-0.40261007130573756,-0.06010639022914012,0.8359724883567422,-0.8079312918143919,22.99407646829777,8.047178455318921
1.3931283327031423,2.997969327632784,-3.313584279148399,0.5992151312192507,0.412970468123752,-0.8602837149293283,-1.7348945479061422,-0.9732419730754847,24.750691092265395,10.919861451442168
2.8021286448814613,1.7822905886693543,-0.40807008645147597,-0.6170767280693562,-0.45747086513067814,-0.23611828029424622,0.812618385040752,-0.2234746977456727,23.82192770536634,8.990671283975267
1.1869826769459593,1.6147502302206436,-1.1288568607413956,-0.6455747291974916,0.007628362695042004,-0.39933678226652836,0.9695871950502056,0.6921807638603648,22.576080863006137,7.710530952499185
2.0996890619600364,1.4163034552276934,-1.580258192882336,-0.8662873334994057,0.06922989130299788,-0.5236891876534309,1.0335628637560361,1.4325333310832435,23.590779022423597,8.377687734026882
2.6146668787570975,2.227940059972403,-2.3856735861857254,0.5963681380330014,0.16719395559174124,-0.6014867243050039,-1.7400328233903644,-1.6443292255229736,23.8112600261961,9.174001862275574
5.995225192276754,2.019207140179403,-2.1971145237631786,0.287790899769812,-0.30574748887878694,-0.5167031646533833,-1.7675211431544395,-1.4508792182835257,24.724269182784063,9.500642736062806
1.4351308290019407,2.6337011740571383,-3.184313918154967,0.5991337823064277,0.4461157126944986,-0.8295056358692313,-1.6836642194901061,-0.9954712760762292,22.69863600121815,8.391759129187273
6.765399431002346,2.3272329193826766,-2.9218097894405464,0.1653886029168038,-0.3189142388214717,-0.8002259637157006,-1.744214014030564,-0.9363242605154113,24.44327005987035,9.401604869714957
1.9815068433737768,2.3539943685833626,-3.3008413193232937,0.5019893876482413,0.46516239126524944,-0.8733887840186922,-1.6319260408936358,-0.7215540745227456,23.35265072331112,8.92851837525789
5.5987387095661125,1.5950730245398668,-0.4848019610053847,-0.9977059370472141,-0.7380717627636967,-0.155687449892943,0.8168770648845519,0.4964260184776398,24.987741035779056,9.562471405261295
1.778849160365351,2.7631824436766705,-3.3878543470300118,0.4791171394800284,0.4624973440674061,-0.8473230273806154,-1.7002730377441717,-0.607287356537793,22.903362797061273,8.687270692713133
0.9485773174648494,1.1132478605189988,1.6380464715497265,0.10827923091398381,-0.25129199077361464,-0.7605915164802849,-0.2562246283276441,-0.16506345884779716,21.88792525623098,6.687620632084895
1.3053410898677795,2.4103033319273925,0.3521046071516001,-0.3843543515420142,-0.4522352384421392,-0.060756211135690866,0.45526055952765143,-0.5811865290351129,22.298755931292508,7.968263588541785
2.0379350949599964,1.3458024905499661,0.3728827793068047,-0.4753734834005045,-0.44422684119008216,0.04794015796444088,0.8088410814475109,-0.8129995018185275,23.394529944648035,8.325215494683038
0.7195529724908012,1.172022402520897,0.08303424379738449,-0.3827952434293001,-0.17427585197595702,-0.04718692721270658,0.9163968686513307,-0.5937893178882776,22.049830938319623,6.983791683165783
0.5014589789151611,1.4469305910409527,1.558318175913979,0.11899413505873238,-0.21596251890069507,-0.7407452678532982,-0.3029472363129887,-0.08879097439435446,22.82294225806205,7.932923373835633
4.996266074432739,1.2058509004762192,-0.5383369788558974,-0.9883506005587426,-0.555084570283541,-0.15646812028194143,0.9096460412388218,0.7120408023198574,23.90063882300631,8.049031698410024
2.7736269800169673,0.6028706790157394,-1.3346477908430046,-0.7572349672263423,-0.02680422096291521,-0.620994591523187,1.165176057905292,0.8846418411414358,22.558197638630773,6.300123724569014
