NumberofFloors,NumberofBuildings,BUILDING_AGE,PropertyGFATotal,PropertyGFATotal-binned,Neighborhood,PropertyType,RATIO_ELECTRICITY,NaturalGas,SteamUse,OtherFuelUse,SiteEnergyUse(kBtu),GHGEmissions(MetricTonsCO2e),ENERGYSTARScore
13.0,1.0,16.0,372242.0,Large,DOWNTOWN,Office,81.46668,True,False,False,15083332.0,234.15,98.0
7.0,1.0,113.0,114395.0,Medium,DOWNTOWN,Office,66.72315,True,False,False,3098638.0,69.18,98.0
5.0,1.0,61.0,99005.0,Medium,NORTHEAST,Office,48.78692,True,False,False,5814165.0,177.92,63.0
6.0,1.0,20.0,135051.0,Medium,NORTHEAST,Office,99.99918,True,False,False,4025787.0,28.07,92.0
5.0,1.0,20.0,220649.0,Medium,NORTHEAST,Office,100.00416,False,False,False,6299357.0,43.92,93.0
18.0,1.0,42.0,413715.0,Large,DOWNTOWN,Office,99.52798,True,False,False,23179128.0,166.68,82.0
20.0,1.0,34.0,497513.0,Large,DOWNTOWN,Office,99.25637,True,False,False,25909504.0,189.56,73.0
24.0,1.0,43.0,543876.0,Large,DOWNTOWN,Office,100.00415,False,False,False,25840362.0,180.14,76.0
6.0,1.0,40.0,396626.0,Large,DOWNTOWN,Office,100.00414,False,False,False,20630168.0,143.82,66.0
6.0,1.0,20.0,287471.0,Large,DOWNTOWN,Office,93.58926,True,False,False,13010612.0,129.21,80.0
3.0,1.0,75.0,192630.0,Medium,DOWNTOWN,Office,99.87953,True,False,False,5240296.0,36.83,
8.0,1.0,38.0,253103.0,Large,DOWNTOWN,Office,100.00415,False,False,False,22388122.0,156.08,17.0
5.0,1.0,122.0,50176.0,Small,DOWNTOWN,Office,100.00415,False,False,False,3033340.0,21.15,
3.0,1.0,110.0,304346.0,Large,DOWNTOWN,Office,51.71032,True,True,False,19609472.0,597.76,82.0
8.0,1.0,95.0,321945.0,Large,DOWNTOWN,Office,80.1899,False,True,False,12745839.0,266.18,79.0
22.0,1.0,58.0,336330.0,Large,DOWNTOWN,Office,68.32764,False,True,False,19854012.0,579.99,75.0
5.0,1.0,21.0,176532.0,Medium,LAKE UNION,Office,100.00414,False,False,False,6743116.0,47.01,44.0
6.0,1.0,106.0,350310.0,Large,DOWNTOWN,Office,87.60083,False,False,True,18586464.0,113.5,89.0
10.0,1.0,64.0,135918.0,Medium,DOWNTOWN,Office,67.73583,False,True,False,6474724.0,191.83,86.0
4.0,1.0,101.0,127268.0,Medium,DOWNTOWN,Office,80.1875,True,True,False,7758182.0,138.28,70.0
29.0,1.0,39.0,500000.0,Large,DOWNTOWN,Office,100.00415,False,False,False,19150024.0,133.5,89.0
10.0,1.0,96.0,132326.0,Medium,DOWNTOWN,Office,94.43272,True,True,False,6664740.0,72.46,65.0
6.0,1.0,38.0,109830.0,Medium,DOWNTOWN,Office,100.00413,False,False,False,7456330.0,51.98,40.0
10.0,1.0,112.0,130513.0,Medium,DOWNTOWN,Office,65.03767,True,True,False,11040500.0,266.78,49.0
8.0,1.0,102.0,60660.0,Medium,DOWNTOWN,Office,100.00414,False,False,False,2876857.0,20.06,35.0
14.0,1.0,93.0,137350.0,Medium,DOWNTOWN,Office,64.02095,False,True,False,6578370.0,212.06,89.0
15.0,1.0,93.0,151039.0,Medium,DOWNTOWN,Office,58.23429,False,True,False,7226188.0,262.31,84.0
4.0,1.0,116.0,63540.0,Medium,DOWNTOWN,Office,75.60337,True,False,False,3999310.0,72.9,57.0
10.0,1.0,95.0,130893.0,Medium,DOWNTOWN,Office,100.00415,False,False,False,7524880.0,52.46,72.0
3.0,1.0,42.0,794592.0,Large,DOWNTOWN,Office,97.27586,True,False,False,25475474.0,209.67,97.0
21.0,1.0,51.0,456304.0,Large,DOWNTOWN,Office,100.00416,False,False,False,19594950.0,136.6,74.0
12.0,1.0,36.0,115857.0,Medium,DOWNTOWN,Office,100.00415,False,False,False,5543575.0,38.65,74.0
4.0,1.0,23.0,87500.0,Medium,DOWNTOWN,Office,100.00415,False,False,False,3925806.0,27.37,82.0
11.0,1.0,24.0,374405.0,Large,DOWNTOWN,Office,100.00415,False,False,False,11924933.0,83.13,77.0
11.0,1.0,99.0,102846.0,Medium,DOWNTOWN,Office,38.97614,False,True,False,4685346.0,233.43,97.0
4.0,1.0,97.0,52800.0,Small,DOWNTOWN,Office,73.17405,True,False,False,2721954.0,52.67,77.0
3.0,1.0,77.0,266000.0,Large,EAST,Office,83.54875,True,True,False,14465798.0,229.84,65.0
14.0,1.0,30.0,690158.0,Large,EAST,Office,100.00416,False,False,False,18841144.0,131.35,68.0
5.0,1.0,41.0,275734.0,Large,MAGNOLIA / QUEEN ANNE,Office,100.00415,False,False,False,19344782.0,134.86,67.0
3.0,1.0,60.0,158600.0,Medium,LAKE UNION,Office,90.36351,True,False,False,16628372.0,189.88,25.0
7.0,1.0,21.0,139200.0,Medium,LAKE UNION,Office,100.00417,False,False,False,4842910.0,33.76,74.0
6.0,1.0,38.0,95721.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00414,False,False,False,3066228.0,21.38,95.0
5.0,1.0,26.0,213283.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00415,False,False,False,6388260.0,44.54,76.0
3.0,1.0,21.0,103697.0,Medium,LAKE UNION,Office,55.44021,True,False,False,15324777.0,421.92,1.0
5.0,1.0,48.0,74880.0,Medium,NORTH,Office,100.00415,False,False,False,4428557.0,30.87,68.0
6.0,1.0,43.0,88774.0,Medium,NORTH,Office,100.00413,False,False,False,6057734.0,42.23,52.0
5.0,1.0,39.0,122250.0,Medium,NORTH,Office,100.00415,False,False,False,6022054.0,41.98,91.0
4.0,1.0,43.0,53730.0,Medium,NORTH,Office,100.00417,False,False,False,4843538.0,33.77,18.0
3.0,1.0,62.0,55593.0,Medium,DELRIDGE,Office,68.32522,True,False,False,4099807.0,88.5,57.0
4.0,1.0,40.0,134056.0,Medium,LAKE UNION,Office,100.00414,False,False,False,4664399.0,32.52,55.0
4.0,1.0,37.0,86995.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00415,False,False,False,3158743.0,22.02,78.0
5.0,1.0,13.0,184482.0,Medium,LAKE UNION,Office,99.78684,True,False,False,5820965.0,41.16,95.0
6.0,1.0,18.0,139282.0,Medium,LAKE UNION,Office,100.00414,False,False,False,5266498.0,36.71,74.0
5.0,1.0,13.0,271071.0,Large,LAKE UNION,Office,98.1119,True,False,False,7905095.0,62.01,96.0
5.0,1.0,20.0,560516.0,Large,LAKE UNION,Office,70.89466,True,False,False,30710500.0,626.54,68.0
6.0,1.0,21.0,226592.0,Medium,LAKE UNION,Office,99.51046,True,False,False,11797448.0,84.93,49.0
4.0,1.0,16.0,209816.0,Medium,LAKE UNION,Office,77.58642,True,False,False,7380088.0,127.78,95.0
6.0,1.0,16.0,303103.0,Large,LAKE UNION,Office,96.30079,True,False,False,8690179.0,75.43,94.0
5.0,1.0,48.0,88062.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00413,False,False,False,3316933.0,23.12,81.0
5.0,1.0,50.0,87178.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00417,False,False,False,3693616.0,25.75,71.0
5.0,1.0,52.0,87178.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00412,False,False,False,3594908.0,25.06,86.0
5.0,1.0,51.0,88000.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00415,False,False,False,3132453.0,21.84,77.0
4.0,1.0,34.0,196749.0,Medium,NORTHEAST,Office,59.55671,True,False,False,19236770.0,493.09,6.0
4.0,1.0,28.0,191276.0,Medium,NORTHEAST,Office,95.33564,True,False,False,9329202.0,85.13,16.0
3.0,1.0,34.0,124071.0,Medium,LAKE UNION,Office,99.99825,True,False,False,4734631.0,33.02,77.0
4.0,1.0,22.0,90000.0,Medium,LAKE UNION,Office,100.00415,False,False,False,4045980.0,28.21,82.0
3.0,1.0,21.0,96041.0,Medium,LAKE UNION,Office,100.00417,False,False,False,5471735.0,38.15,69.0
3.0,1.0,23.0,280957.0,Large,LAKE UNION,Office,97.21183,True,False,True,12229610.0,100.96,94.0
4.0,1.0,23.0,243334.0,Medium,LAKE UNION,Office,94.55529,True,False,False,10328702.0,97.97,76.0
5.0,1.0,40.0,390295.0,Large,GREATER DUWAMISH,Office,100.00415,False,False,False,7838600.0,54.65,95.0
6.0,1.0,97.0,94033.0,Medium,BALLARD,Office,61.07278,True,False,False,4767227.0,118.86,
10.0,1.0,20.0,181694.0,Medium,DOWNTOWN,Office,100.00416,False,False,False,8070420.0,56.26,86.0
22.0,1.0,52.0,227556.0,Medium,DOWNTOWN,Office,100.00415,False,False,False,8201974.0,57.18,74.0
1.0,1.0,58.0,53250.0,Medium,GREATER DUWAMISH,Office,51.22824,True,False,False,2196718.0,64.75,92.0
6.0,1.0,35.0,78672.0,Medium,MAGNOLIA / QUEEN ANNE,Office,80.88253,True,False,False,2713722.0,42.86,95.0
6.0,1.0,17.0,336700.0,Large,LAKE UNION,Office,100.00416,False,False,False,9697866.0,67.61,94.0
2.0,1.0,108.0,62220.0,Medium,CENTRAL,Office,99.76211,True,False,False,5375518.0,38.08,33.0
1.0,1.0,52.0,65430.0,Medium,GREATER DUWAMISH,Office,56.91789,True,False,False,2855545.0,76.67,92.0
3.0,1.0,16.0,102290.0,Medium,NORTHEAST,Office,97.61153,True,False,False,5917000.0,47.78,28.0
4.0,1.0,44.0,85385.0,Medium,LAKE UNION,Office,100.00412,False,False,False,4904803.0,34.19,77.0
5.0,1.0,32.0,144573.0,Medium,LAKE UNION,Office,100.00417,False,False,False,5424718.0,37.82,56.0
5.0,1.0,48.0,86400.0,Medium,NORTHWEST,Office,48.23412,True,False,False,8404370.0,259.33,57.0
6.0,1.0,41.0,86483.0,Medium,NORTHWEST,Office,100.00416,False,False,False,6796335.0,47.38,50.0
5.0,1.0,36.0,154029.0,Medium,MAGNOLIA / QUEEN ANNE,Office,60.14731,True,False,False,1886382.0,47.84,
3.0,1.0,17.0,63909.0,Medium,NORTHWEST,Office,100.00418,False,False,False,4397572.0,30.66,
3.0,1.0,61.0,133298.0,Medium,NORTHWEST,Office,72.4639,True,False,False,14886199.0,292.92,34.0
4.0,1.0,22.0,175885.0,Medium,LAKE UNION,Office,100.00413,False,False,False,6991476.0,48.74,88.0
1.0,1.0,74.0,53620.0,Medium,GREATER DUWAMISH,Office,91.69453,True,False,False,1998767.0,21.6,88.0
1.0,1.0,84.0,50008.0,Small,GREATER DUWAMISH,Office,72.50703,True,False,False,3373582.0,66.32,57.0
4.0,1.0,13.0,291176.0,Large,MAGNOLIA / QUEEN ANNE,Office,100.00413,False,False,False,6083307.0,42.41,99.0
11.0,1.0,51.0,124721.0,Medium,LAKE UNION,Office,59.18002,True,False,False,13951571.0,360.04,56.0
7.0,1.0,52.0,94002.0,Medium,LAKE UNION,Office,100.00414,False,False,False,6832991.0,47.64,62.0
7.0,1.0,109.0,154159.0,Medium,DOWNTOWN,Office,83.66133,True,False,False,1990444.0,28.88,100.0
5.0,1.0,118.0,78920.0,Medium,DOWNTOWN,Office,99.37015,False,False,True,1992690.0,13.8,95.0
7.0,1.0,116.0,99440.0,Medium,DOWNTOWN,Office,73.86511,True,False,False,6863561.0,130.62,59.0
6.0,1.0,115.0,73260.0,Medium,DOWNTOWN,Office,100.00416,False,False,False,2742111.0,19.12,84.0
4.0,1.0,122.0,69817.0,Medium,DOWNTOWN,Office,61.49153,True,True,False,2003759.0,64.67,88.0
4.0,1.0,122.0,84750.0,Medium,DOWNTOWN,Office,86.22258,True,False,False,2392466.0,31.89,95.0
6.0,1.0,122.0,75496.0,Medium,DOWNTOWN,Office,100.00415,False,False,False,3347567.0,23.34,
4.0,1.0,122.0,164380.0,Medium,DOWNTOWN,Office,82.5492,True,True,False,7319546.0,119.2,79.0
7.0,1.0,115.0,160580.0,Medium,DOWNTOWN,Office,63.35034,True,True,False,4759256.0,124.66,98.0
6.0,1.0,113.0,73470.0,Medium,DOWNTOWN,Office,100.00415,False,False,False,3226884.0,22.5,83.0
4.0,1.0,122.0,129000.0,Medium,GREATER DUWAMISH,Office,100.00412,False,False,False,3983784.0,27.77,85.0
4.0,1.0,118.0,58970.0,Medium,GREATER DUWAMISH,Office,63.27915,True,False,False,1723642.0,41.22,
4.0,1.0,118.0,66842.0,Medium,DOWNTOWN,Office,79.8229,True,False,False,4618360.0,75.2,34.0
6.0,1.0,113.0,75288.0,Medium,DOWNTOWN,Office,99.99196,True,False,False,2996502.0,20.91,78.0
7.0,1.0,118.0,184322.0,Medium,DOWNTOWN,Office,100.00414,False,False,False,10317852.0,71.93,75.0
7.0,1.0,13.0,287853.0,Large,DOWNTOWN,Office,99.67826,True,False,False,28433056.0,202.49,33.0
2.0,1.0,108.0,64512.0,Medium,GREATER DUWAMISH,Office,50.82715,True,False,False,6155789.0,182.58,49.0
3.0,1.0,92.0,60592.0,Medium,GREATER DUWAMISH,Office,91.86882,True,False,False,4993962.0,53.56,19.0
4.0,1.0,92.0,76624.0,Medium,EAST,Office,91.66677,True,False,False,2660396.0,28.78,91.0
6.0,1.0,21.0,91706.0,Medium,NORTHEAST,Office,100.00413,False,False,False,7654264.0,53.36,3.0
5.0,1.0,14.0,129093.0,Medium,LAKE UNION,Office,67.94722,True,False,False,13253979.0,288.43,24.0
5.0,1.0,31.0,138106.0,Medium,DELRIDGE,Office,100.00416,False,False,False,7761927.0,54.11,45.0
8.0,1.0,18.0,225982.0,Medium,EAST,Office,63.54524,False,True,False,18558162.0,604.45,61.0
11.0,1.0,22.0,312512.0,Large,DOWNTOWN,Office,99.27983,True,False,False,26313108.0,192.23,
6.0,1.0,96.0,97720.0,Medium,DOWNTOWN,Office,100.00413,False,False,False,2616226.0,18.24,
10.0,1.0,37.0,422503.0,Large,EAST,Office,91.15075,False,True,False,17871658.0,235.69,48.0
7.0,1.0,35.0,94500.0,Medium,CENTRAL,Office,100.00418,False,False,False,6010407.0,41.9,54.0
9.0,1.0,14.0,302902.0,Large,EAST,Office,96.34438,True,False,False,14224039.0,123.18,61.0
19.0,1.0,49.0,319911.0,Large,EAST,Office,77.92474,False,True,False,14830411.0,333.3,53.0
6.0,1.0,122.0,205521.0,Medium,DOWNTOWN,Office,54.2289,True,True,False,8371368.0,282.72,93.0
6.0,1.0,122.0,56700.0,Medium,DOWNTOWN,Office,100.0041,False,False,False,3436032.0,23.95,45.0
4.0,1.0,97.0,72000.0,Medium,GREATER DUWAMISH,Office,95.97382,True,False,False,2383075.0,21.04,93.0
4.0,1.0,22.0,191146.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00413,False,False,False,5032796.0,35.09,93.0
14.0,1.0,14.0,362046.0,Large,DOWNTOWN,Office,99.41509,True,False,False,17812788.0,129.02,81.0
23.0,1.0,21.0,538933.0,Large,DOWNTOWN,Office,100.00416,False,False,False,14991744.0,104.51,92.0
5.0,1.0,40.0,98668.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00414,False,False,False,4785692.0,33.36,89.0
1.0,1.0,15.0,158931.0,Medium,GREATER DUWAMISH,Office,93.53446,True,False,False,7577723.0,75.45,20.0
1.0,1.0,44.0,105100.0,Medium,MAGNOLIA / QUEEN ANNE,Office,80.28116,True,False,False,21832304.0,350.87,1.0
2.0,1.0,85.0,61929.0,Medium,MAGNOLIA / QUEEN ANNE,Office,65.47065,True,False,False,2150536.0,49.26,55.0
4.0,1.0,22.0,165111.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00415,False,False,False,22965152.0,160.1,2.0
4.0,1.0,22.0,129551.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00415,False,False,False,25764716.0,179.62,1.0
3.0,1.0,97.0,20565.0,Small,DOWNTOWN,Office,100.00416,False,False,False,841841.0,5.87,62.0
5.0,1.0,22.0,159937.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00416,False,False,False,7649110.0,53.32,51.0
5.0,1.0,14.0,183964.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00416,False,False,False,15232788.0,106.19,53.0
5.0,1.0,36.0,208210.0,Medium,MAGNOLIA / QUEEN ANNE,Office,60.61298,True,False,False,5454482.0,137.15,95.0
7.0,1.0,36.0,277486.0,Large,DOWNTOWN,Office,100.00415,False,False,False,12931002.0,90.15,66.0
3.0,1.0,29.0,187130.0,Medium,DOWNTOWN,Office,100.00414,False,False,False,9680169.0,67.48,78.0
5.0,1.0,22.0,251044.0,Large,DOWNTOWN,Office,100.00414,False,False,False,17320768.0,120.75,98.0
6.0,1.0,104.0,108245.0,Medium,DOWNTOWN,Office,94.01262,False,True,False,5101817.0,57.03,75.0
6.0,1.0,117.0,167860.0,Medium,DOWNTOWN,Office,100.00415,False,False,False,6455470.0,45.0,74.0
6.0,1.0,112.0,112560.0,Medium,DOWNTOWN,Office,82.25229,True,False,False,4368113.0,66.23,88.0
2.0,1.0,71.0,112896.0,Medium,GREATER DUWAMISH,Office,89.50775,True,False,False,9128267.0,107.84,71.0
4.0,1.0,21.0,92092.0,Medium,BALLARD,Office,100.00415,False,False,False,4678999.0,32.62,6.0
4.0,1.0,14.0,202623.0,Medium,LAKE UNION,Office,100.00415,False,False,False,8787353.0,61.26,74.0
2.0,1.0,22.0,77174.0,Medium,LAKE UNION,Office,90.66572,True,False,False,12704014.0,143.3,1.0
5.0,1.0,24.0,110524.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00414,False,False,False,7752682.0,54.05,48.0
7.0,1.0,22.0,241875.0,Medium,MAGNOLIA / QUEEN ANNE,Office,98.38173,True,False,False,8168547.0,63.06,89.0
5.0,1.0,48.0,102930.0,Medium,MAGNOLIA / QUEEN ANNE,Office,87.17688,True,False,False,4656777.0,60.02,84.0
3.0,1.0,120.0,76893.0,Medium,DOWNTOWN,Office,68.36694,True,False,False,12187231.0,262.85,51.0
8.0,1.0,47.0,150000.0,Medium,DOWNTOWN,Office,92.26743,True,False,False,9088373.0,95.8,65.0
15.0,1.0,39.0,378002.0,Large,DOWNTOWN,Office,85.68228,True,False,False,17572308.0,238.61,84.0
11.0,1.0,59.0,169020.0,Medium,DOWNTOWN,Office,59.98915,True,True,False,10110827.0,322.79,90.0
19.0,1.0,41.0,383515.0,Large,DOWNTOWN,Office,100.00415,False,False,False,15552193.0,108.42,91.0
18.0,1.0,97.0,363934.0,Large,DOWNTOWN,Office,72.6085,True,True,False,23230284.0,608.53,67.0
7.0,1.0,43.0,131143.0,Medium,DOWNTOWN,Office,100.00414,True,False,False,5288304.0,69.71,94.0
10.0,1.0,114.0,132998.0,Medium,DOWNTOWN,Office,68.05551,False,True,False,5207349.0,153.12,87.0
6.0,1.0,113.0,51218.0,Small,DOWNTOWN,Office,100.00415,False,False,False,2625300.0,18.3,65.0
29.0,1.0,52.0,489182.0,Large,DOWNTOWN,Office,100.00415,False,False,False,32381836.0,225.75,50.0
13.0,1.0,101.0,189175.0,Medium,DOWNTOWN,Office,100.00414,False,False,False,19018762.0,132.59,13.0
13.0,1.0,24.0,293803.0,Large,DOWNTOWN,Office,100.00416,False,False,False,17044842.0,118.83,25.0
7.0,1.0,112.0,122356.0,Medium,DOWNTOWN,Office,98.69394,True,False,False,6618215.0,50.14,69.0
3.0,1.0,101.0,52298.0,Small,DOWNTOWN,Office,100.00417,False,False,False,1990749.0,13.88,88.0
17.0,1.0,111.0,116640.0,Medium,DOWNTOWN,Office,75.75701,False,True,False,6797528.0,163.11,52.0
3.0,1.0,41.0,3.0,Large,DOWNTOWN,Office,95.35375,False,False,True,41818868.0,277.98,93.0
5.0,1.0,34.0,188339.0,Medium,EAST,Office,91.95819,True,False,False,8631444.0,92.21,17.0
6.0,1.0,112.0,95000.0,Medium,DOWNTOWN,Office,94.3073,True,False,False,4108523.0,39.44,84.0
9.0,1.0,51.0,224857.0,Medium,DOWNTOWN,Office,72.5469,False,True,False,15036617.0,394.71,73.0
8.0,1.0,24.0,446261.0,Large,DOWNTOWN,Office,100.00415,False,False,False,13943064.0,97.2,97.0
6.0,1.0,115.0,62370.0,Medium,GREATER DUWAMISH,Office,100.00415,False,False,False,4335178.0,30.22,30.0
1.0,1.0,72.0,93610.0,Medium,GREATER DUWAMISH,Office,67.68699,True,False,False,6102883.0,133.54,94.0
2.0,1.0,49.0,156188.0,Medium,GREATER DUWAMISH,Office,96.16178,True,False,False,6233927.0,54.51,74.0
5.0,1.0,47.0,238148.0,Medium,GREATER DUWAMISH,Office,100.00417,False,False,False,11356990.0,79.17,27.0
3.0,1.0,93.0,85126.0,Medium,DELRIDGE,Office,61.15239,True,False,False,2019254.0,50.27,99.0
4.0,1.0,14.0,242686.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00414,False,False,False,9207485.0,64.19,72.0
6.0,1.0,122.0,95760.0,Medium,DOWNTOWN,Office,86.20469,True,False,False,5530880.0,73.77,81.0
10.0,1.0,28.0,381511.0,Large,MAGNOLIA / QUEEN ANNE,Office,95.77492,True,False,False,11813861.0,105.41,85.0
17.0,1.0,13.0,413264.0,Large,DOWNTOWN,Office,100.00414,False,False,False,13158205.0,91.73,91.0
5.0,1.0,19.0,275130.0,Large,EAST,Office,100.00416,False,False,False,10624295.0,74.07,69.0
5.0,1.0,32.0,289419.0,Large,EAST,Office,89.52746,True,False,False,11792141.0,139.21,67.0
6.0,1.0,112.0,320946.0,Large,CENTRAL,Office,99.14484,True,False,False,25533580.0,188.13,59.0
3.0,1.0,62.0,113944.0,Medium,NORTHEAST,Office,100.00349,True,False,False,17924416.0,124.96,1.0
3.0,1.0,112.0,38460.0,Small,CENTRAL,Office,72.61152,True,False,False,1857387.0,36.42,74.0
3.0,1.0,43.0,43500.0,Small,BALLARD,Office,100.00415,False,False,False,3303989.0,23.03,43.0
2.0,1.0,44.0,28492.0,Small,BALLARD,Office,70.85062,True,False,False,2055622.0,41.98,9.0
3.0,1.0,59.0,22325.0,Small,BALLARD,Office,100.00413,False,False,False,1357116.0,9.46,
2.0,1.0,105.0,21600.0,Small,DOWNTOWN,Office,69.7394,True,False,False,1943772.0,40.69,
5.0,1.0,48.0,61825.0,Medium,DOWNTOWN,Office,43.99167,True,False,False,4735249.0,155.38,51.0
3.0,1.0,80.0,64630.0,Medium,DOWNTOWN,Office,56.61121,True,False,False,2456132.0,66.29,91.0
2.0,1.0,93.0,20028.0,Small,DOWNTOWN,Office,60.77006,False,True,False,552583.0,19.07,95.0
7.0,1.0,122.0,23622.0,Small,DOWNTOWN,Office,95.62747,True,False,False,1118346.0,10.05,85.0
3.0,1.0,120.0,23563.0,Small,DOWNTOWN,Office,100.00415,False,False,False,842923.0,5.88,71.0
5.0,1.0,116.0,26840.0,Small,DOWNTOWN,Office,100.00419,False,False,False,2006626.0,13.99,24.0
3.0,1.0,43.0,63990.0,Medium,DOWNTOWN,Office,99.86372,True,False,False,2513155.0,17.68,31.0
3.0,1.0,114.0,28800.0,Small,DOWNTOWN,Office,72.78391,True,False,False,1358652.0,26.53,43.0
3.0,1.0,68.0,33552.0,Small,DOWNTOWN,Office,26.78093,True,False,False,2778865.0,113.25,44.0
3.0,1.0,96.0,57620.0,Medium,DOWNTOWN,Office,100.00414,False,False,False,2390284.0,16.66,50.0
2.0,1.0,97.0,44098.0,Small,DOWNTOWN,Office,76.6621,True,True,False,2454861.0,56.4,29.0
4.0,1.0,70.0,26670.0,Small,DOWNTOWN,Office,95.99606,True,False,False,1494252.0,13.18,59.0
1.0,1.0,57.0,23752.0,Small,DOWNTOWN,Office,56.49764,True,False,False,1023618.0,27.68,
2.0,1.0,33.0,20384.0,Small,NORTHEAST,Office,97.32363,True,False,False,1826203.0,14.99,15.0
5.0,1.0,44.0,43506.0,Small,DOWNTOWN,Office,57.22203,True,False,False,3005926.0,80.29,60.0
2.0,1.0,10.0,84116.0,Medium,LAKE UNION,Office,98.45439,True,False,False,2105451.0,16.18,83.0
5.0,1.0,122.0,39960.0,Small,DOWNTOWN,Office,77.96692,True,False,False,1734533.0,29.73,82.0
3.0,1.0,41.0,43387.0,Small,SOUTHWEST,Office,88.20153,True,False,False,2616127.0,32.48,62.0
2.0,1.0,32.0,39000.0,Small,CENTRAL,Office,87.86009,True,False,False,2658826.0,33.43,26.0
1.0,1.0,61.0,29740.0,Small,GREATER DUWAMISH,Office,89.4864,True,False,False,1785906.0,21.12,28.0
3.0,1.0,13.0,38075.0,Small,SOUTHEAST,Office,93.6897,True,False,False,1921890.0,19.0,
2.0,1.0,52.0,39170.0,Small,SOUTHEAST,Office,49.37026,True,False,False,2201852.0,66.79,81.0
2.0,1.0,65.0,21183.0,Small,LAKE UNION,Office,100.00399,False,False,False,501194.0,3.49,94.0
3.0,1.0,61.0,29392.0,Small,LAKE UNION,Office,81.93715,True,False,False,819378.0,12.54,91.0
5.0,1.0,37.0,137738.0,Medium,LAKE UNION,Office,100.00419,False,False,False,4773349.0,33.28,61.0
5.0,1.0,9.0,206126.0,Medium,LAKE UNION,Office,84.56954,True,False,False,3568616.0,50.29,100.0
2.0,1.0,122.0,20500.0,Small,LAKE UNION,Office,60.85558,True,False,False,722951.0,18.1,96.0
1.0,1.0,62.0,20678.0,Small,NORTHWEST,Office,3.0,True,False,False,841388.0,36.97,97.0
2.0,1.0,40.0,40029.0,Small,GREATER DUWAMISH,Office,100.00414,False,False,False,1182575.0,8.24,83.0
2.0,1.0,52.0,28304.0,Small,GREATER DUWAMISH,Office,100.0042,False,False,False,1261714.0,8.8,68.0
2.0,1.0,53.0,25872.0,Small,GREATER DUWAMISH,Office,58.50878,True,False,False,1696448.0,44.3,
2.0,1.0,53.0,25872.0,Small,GREATER DUWAMISH,Office,44.88837,True,False,False,2156407.0,69.87,48.0
2.0,1.0,64.0,21436.0,Small,LAKE UNION,Office,100.00419,False,False,False,572139.0,3.99,94.0
4.0,1.0,16.0,39926.0,Small,LAKE UNION,Office,86.56665,True,False,False,992902.0,13.08,
3.0,1.0,37.0,31417.0,Small,LAKE UNION,Office,62.7198,True,False,False,1101668.0,26.63,94.0
2.0,1.0,103.0,25920.0,Small,DOWNTOWN,Office,63.39331,True,False,False,1453543.0,34.69,84.0
4.0,1.0,97.0,39760.0,Small,EAST,Office,3.0,True,True,False,2569602.0,153.75,91.0
3.0,1.0,76.0,22667.0,Small,EAST,Office,57.20501,True,True,False,3577120.0,127.84,1.0
5.0,1.0,21.0,33740.0,Small,LAKE UNION,Office,100.00413,False,False,False,1404467.0,9.79,68.0
2.0,1.0,41.0,22388.0,Small,LAKE UNION,Office,82.97222,True,False,False,514471.0,7.63,
2.0,1.0,36.0,35600.0,Small,LAKE UNION,Office,96.44008,True,False,False,1815350.0,15.64,64.0
2.0,1.0,41.0,23600.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.0042,False,False,False,714898.0,4.98,86.0
3.0,1.0,36.0,40067.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.00418,False,False,False,2704889.0,18.86,29.0
3.0,1.0,33.0,26419.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.00408,False,False,False,980356.0,6.83,74.0
3.0,1.0,43.0,25262.0,Small,MAGNOLIA / QUEEN ANNE,Office,87.60816,True,False,False,1069292.0,13.57,76.0
3.0,1.0,42.0,34106.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.00415,False,False,False,2074152.0,14.46,35.0
3.0,1.0,42.0,34545.0,Small,MAGNOLIA / QUEEN ANNE,Office,100.00412,False,False,False,3250570.0,22.66,8.0
3.0,1.0,42.0,70296.0,Medium,MAGNOLIA / QUEEN ANNE,Office,100.00413,False,False,False,2834401.0,19.76,86.0
4.0,1.0,120.0,27838.0,Small,DOWNTOWN,Office,100.00417,False,False,False,1344512.0,9.37,71.0
